"REF_DATE","GEO","DGUID","Type of structure","Type of work","Variables","Seasonal adjustment","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2020-03","Canada","2016A000011124","Mining and agriculture","Types of work, total","Value of permits","Unadjusted, constant","Dollars","81","thousands","3","v1271854134","1.46.1.1.3",,"..",,,"0"
"2020-04","Canada","2016A000011124","Mining and agriculture","Types of work, total","Value of permits","Unadjusted, constant","Dollars","81","thousands","3","v1271854134","1.46.1.1.3",,"..",,,"0"
"2020-03","Canada","2016A000011124","Mining and agriculture","Types of work, total","Number of permits","Unadjusted, current","Number","223","units","0","v121304202","1.46.1.5.1","89",,,,"0"
"2020-04","Canada","2016A000011124","Mining and agriculture","Types of work, total","Number of permits","Unadjusted, current","Number","223","units","0","v121304202","1.46.1.5.1","102",,,,"0"
"2020-03","Canada","2016A000011124","Mining and agriculture","Types of work, total","Number of permits","Unadjusted, constant","Number","223","thousands","3","v1271788375","1.46.1.5.3",,"..",,,"0"
"2020-04","Canada","2016A000011124","Mining and agriculture","Types of work, total","Number of permits","Unadjusted, constant","Number","223","thousands","3","v1271788375","1.46.1.5.3",,"..",,,"0"
"2020-03","Canada","2016A000011124","Total commercial","Types of work, total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v121304914","1.49.1.1.1","1435455",,,,"0"
"2020-04","Canada","2016A000011124","Total commercial","Types of work, total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v121304914","1.49.1.1.1","1044536",,,,"0"
"2020-03","Canada","2016A000011124","Total commercial","Types of work, total","Value of permits","Unadjusted, constant","Dollars","81","thousands","3","v1271810808","1.49.1.1.3","1197254",,,,"0"
"2020-04","Canada","2016A000011124","Total commercial","Types of work, total","Value of permits","Unadjusted, constant","Dollars","81","thousands","3","v1271810808","1.49.1.1.3","872452",,,,"0"
"2020-03","Canada","2016A000011124","Total commercial","Types of work, total","Number of permits","Unadjusted, current","Number","223","units","0","v121304922","1.49.1.5.1","3192",,,,"0"
"2020-04","Canada","2016A000011124","Total commercial","Types of work, total","Number of permits","Unadjusted, current","Number","223","units","0","v121304922","1.49.1.5.1","2133",,,,"0"
"2020-03","Canada","2016A000011124","Total commercial","Types of work, total","Number of permits","Unadjusted, constant","Number","223","thousands","3","v1271788417","1.49.1.5.3",,"..",,,"0"
"2020-04","Canada","2016A000011124","Total commercial","Types of work, total","Number of permits","Unadjusted, constant","Number","223","thousands","3","v1271788417","1.49.1.5.3",,"..",,,"0"
"2020-03","Canada","2016A000011124","Total major commercial projects","Types of work, total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v121305154","1.50.1.1.1","1294012",,,,"0"
"2020-04","Canada","2016A000011124","Total major commercial projects","Types of work, total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v121305154","1.50.1.1.1","954625",,,,"0"
"2020-03","Canada","2016A000011124","Total major commercial projects","Types of work, total","Value of permits","Unadjusted, constant","Dollars","81","thousands","3","v1271810822","1.50.1.1.3",,"..",,,"0"
"2020-04","Canada","2016A000011124","Total major commercial projects","Types of work, total","Value of permits","Unadjusted, constant","Dollars","81","thousands","3","v1271810822","1.50.1.1.3",,"..",,,"0"
"2020-03","Canada","2016A000011124","Total major commercial projects","Types of work, total","Number of permits","Unadjusted, current","Number","223","units","0","v121305162","1.50.1.5.1","684",,,,"0"
"2020-04","Canada","2016A000011124","Total major commercial projects","Types of work, total","Number of permits","Unadjusted, current","Number","223","units","0","v121305162","1.50.1.5.1","472",,,,"0"
"2020-03","Canada","2016A000011124","Total major commercial projects","Types of work, total","Number of permits","Unadjusted, constant","Number","223","thousands","3","v1271788431","1.50.1.5.3",,"..",,,"0"
"2020-04","Canada","2016A000011124","Total major commercial projects","Types of work, total","Number of permits","Unadjusted, constant","Number","223","thousands","3","v1271788431","1.50.1.5.3",,"..",,,"0"
"2020-03","Canada","2016A000011124","Total minor commercial projects","Types of work, total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v121305394","1.51.1.1.1","141444",,,,"0"
"2020-04","Canada","2016A000011124","Total minor commercial projects","Types of work, total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v121305394","1.51.1.1.1","89911",,,,"0"
"2020-03","Canada","2016A000011124","Total minor commercial projects","Types of work, total","Value of permits","Unadjusted, constant","Dollars","81","thousands","3","v1271810836","1.51.1.1.3",,"..",,,"0"
"2020-04","Canada","2016A000011124","Total minor commercial projects","Types of work, total","Value of permits","Unadjusted, constant","Dollars","81","thousands","3","v1271810836","1.51.1.1.3",,"..",,,"0"
"2020-03","Canada","2016A000011124","Total minor commercial projects","Types of work, total","Number of permits","Unadjusted, current","Number","223","units","0","v121305402","1.51.1.5.1","2508",,,,"0"
"2020-04","Canada","2016A000011124","Total minor commercial projects","Types of work, total","Number of permits","Unadjusted, current","Number","223","units","0","v121305402","1.51.1.5.1","1661",,,,"0"
"2020-03","Canada","2016A000011124","Total minor commercial projects","Types of work, total","Number of permits","Unadjusted, constant","Number","223","thousands","3","v1271788445","1.51.1.5.3",,"..",,,"0"
"2020-04","Canada","2016A000011124","Total minor commercial projects","Types of work, total","Number of permits","Unadjusted, constant","Number","223","thousands","3","v1271788445","1.51.1.5.3",,"..",,,"0"
"2020-03","Canada","2016A000011124","Trade and services","Types of work, total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v121305634","1.52.1.1.1","313591",,,,"0"
"2020-04","Canada","2016A000011124","Trade and services","Types of work, total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v121305634","1.52.1.1.1","156169",,,,"0"
"2020-03","Canada","2016A000011124","Trade and services","Types of work, total","Value of permits","Unadjusted, constant","Dollars","81","thousands","3","v1271810841","1.52.1.1.3",,"..",,,"0"
"2020-04","Canada","2016A000011124","Trade and services","Types of work, total","Value of permits","Unadjusted, constant","Dollars","81","thousands","3","v1271810841","1.52.1.1.3",,"..",,,"0"
"2020-03","Canada","2016A000011124","Trade and services","Types of work, total","Number of permits","Unadjusted, current","Number","223","units","0","v121305642","1.52.1.5.1","206",,,,"0"
"2020-04","Canada","2016A000011124","Trade and services","Types of work, total","Number of permits","Unadjusted, current","Number","223","units","0","v121305642","1.52.1.5.1","126",,,,"0"
"2020-03","Canada","2016A000011124","Trade and services","Types of work, total","Number of permits","Unadjusted, constant","Number","223","thousands","3","v1271788450","1.52.1.5.3",,"..",,,"0"
"2020-04","Canada","2016A000011124","Trade and services","Types of work, total","Number of permits","Unadjusted, constant","Number","223","thousands","3","v1271788450","1.52.1.5.3",,"..",,,"0"
"2020-03","Canada","2016A000011124","Warehouses","Types of work, total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v121306834","1.57.1.1.1","314903",,,,"0"
"2020-04","Canada","2016A000011124","Warehouses","Types of work, total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v121306834","1.57.1.1.1","170253",,,,"0"
"2020-03","Canada","2016A000011124","Warehouses","Types of work, total","Value of permits","Unadjusted, constant","Dollars","81","thousands","3","v1271810911","1.57.1.1.3",,"..",,,"0"
"2020-04","Canada","2016A000011124","Warehouses","Types of work, total","Value of permits","Unadjusted, constant","Dollars","81","thousands","3","v1271810911","1.57.1.1.3",,"..",,,"0"
"2020-03","Canada","2016A000011124","Warehouses","Types of work, total","Number of permits","Unadjusted, current","Number","223","units","0","v121306842","1.57.1.5.1","99",,,,"0"
"2020-04","Canada","2016A000011124","Warehouses","Types of work, total","Number of permits","Unadjusted, current","Number","223","units","0","v121306842","1.57.1.5.1","86",,,,"0"
"2020-03","Canada","2016A000011124","Warehouses","Types of work, total","Number of permits","Unadjusted, constant","Number","223","thousands","3","v1271788520","1.57.1.5.3",,"..",,,"0"
"2020-04","Canada","2016A000011124","Warehouses","Types of work, total","Number of permits","Unadjusted, constant","Number","223","thousands","3","v1271788520","1.57.1.5.3",,"..",,,"0"
"2020-03","Canada","2016A000011124","Service stations","Types of work, total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v121307074","1.58.1.1.1","36626",,,,"0"
"2020-04","Canada","2016A000011124","Service stations","Types of work, total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v121307074","1.58.1.1.1","11708",,,,"0"
"2020-03","Canada","2016A000011124","Service stations","Types of work, total","Value of permits","Unadjusted, constant","Dollars","81","thousands","3","v1271810925","1.58.1.1.3",,"..",,,"0"
"2020-04","Canada","2016A000011124","Service stations","Types of work, total","Value of permits","Unadjusted, constant","Dollars","81","thousands","3","v1271810925","1.58.1.1.3",,"..",,,"0"
"2020-03","Canada","2016A000011124","Service stations","Types of work, total","Number of permits","Unadjusted, current","Number","223","units","0","v121307082","1.58.1.5.1","24",,,,"0"
"2020-04","Canada","2016A000011124","Service stations","Types of work, total","Number of permits","Unadjusted, current","Number","223","units","0","v121307082","1.58.1.5.1","13",,,,"0"
"2020-03","Canada","2016A000011124","Service stations","Types of work, total","Number of permits","Unadjusted, constant","Number","223","thousands","3","v1271788534","1.58.1.5.3",,"..",,,"0"
"2020-04","Canada","2016A000011124","Service stations","Types of work, total","Number of permits","Unadjusted, constant","Number","223","thousands","3","v1271788534","1.58.1.5.3",,"..",,,"0"
"2020-03","Canada","2016A000011124","Office buildings","Types of work, total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v121307314","1.59.1.1.1","440901",,,,"0"
"2020-04","Canada","2016A000011124","Office buildings","Types of work, total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v121307314","1.59.1.1.1","445412",,,,"0"
"2020-03","Canada","2016A000011124","Office buildings","Types of work, total","Value of permits","Unadjusted, constant","Dollars","81","thousands","3","v1271810939","1.59.1.1.3",,"..",,,"0"
"2020-04","Canada","2016A000011124","Office buildings","Types of work, total","Value of permits","Unadjusted, constant","Dollars","81","thousands","3","v1271810939","1.59.1.1.3",,"..",,,"0"
"2020-03","Canada","2016A000011124","Office buildings","Types of work, total","Number of permits","Unadjusted, current","Number","223","units","0","v121307322","1.59.1.5.1","233",,,,"0"
"2020-04","Canada","2016A000011124","Office buildings","Types of work, total","Number of permits","Unadjusted, current","Number","223","units","0","v121307322","1.59.1.5.1","148",,,,"0"
"2020-03","Canada","2016A000011124","Office buildings","Types of work, total","Number of permits","Unadjusted, constant","Number","223","thousands","3","v1271788548","1.59.1.5.3",,"..",,,"0"
"2020-04","Canada","2016A000011124","Office buildings","Types of work, total","Number of permits","Unadjusted, constant","Number","223","thousands","3","v1271788548","1.59.1.5.3",,"..",,,"0"
"2020-03","Canada","2016A000011124","Recreation","Types of work, total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v121308034","1.62.1.1.1","73600",,,,"0"
"2020-04","Canada","2016A000011124","Recreation","Types of work, total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v121308034","1.62.1.1.1","55624",,,,"0"
"2020-03","Canada","2016A000011124","Recreation","Types of work, total","Value of permits","Unadjusted, constant","Dollars","81","thousands","3","v1271810981","1.62.1.1.3",,"..",,,"0"
"2020-04","Canada","2016A000011124","Recreation","Types of work, total","Value of permits","Unadjusted, constant","Dollars","81","thousands","3","v1271810981","1.62.1.1.3",,"..",,,"0"
"2020-03","Canada","2016A000011124","Recreation","Types of work, total","Number of permits","Unadjusted, current","Number","223","units","0","v121308042","1.62.1.5.1","33",,,,"0"
"2020-04","Canada","2016A000011124","Recreation","Types of work, total","Number of permits","Unadjusted, current","Number","223","units","0","v121308042","1.62.1.5.1","30",,,,"0"
